run,raw_overlap_sum,P_span_n1,P_span_n2,P_span_n3,Gram_identity_spectral_norm,Gram_condition,eigenvalue_min,eigenvalue_max,orbital_norm_min,orbital_norm_max,region_minus_span,gap_identity_residual,eps_complement_inside
tdl_baseline_retry,0.006866222949419158,0.005064641796812699,0.006430796221486068,0.006870871230656798,0.0011411516790458672,1.001142770906508,0.9988588483209541,1.0000003151525232,0.9990244447461025,1.0000003114502907,0.017435294869384006,3.469446951953614e-18,0.017437376578694454
tdl_dx03125,0.00758538896562559,0.005675418642837177,0.007107373864974429,0.007586761508448262,0.0002728463337209062,1.000273052918463,0.999727153666279,1.0000001320832541,0.9997773158253911,1.000000131199922,0.018061506570265826,1.0408340855860843e-17,0.018063635921986326
