code_digest,config_sha256,dt_actual,lane,max_antihermitian_defect,nbasis,norm,peak_gpu_MiB_sampled,peak_host_rss_KiB,probability,relative_change_to_baseline,run,status,wall_seconds
ba82e959309a60f24d69d3cfee4a4064199b4efd8f5bb72f0eff3af7153ae34b,70a06ba9da6ac3e68419114d45145ded56c3d0789a68e5027f11a7f02e782e34,0.04996782580968821,AOCC,6.322524615404519e-07,52,1.0000000000000069,,68764,0.01017908451552905,0.0,aocc_baseline,PASS,51.814490841003135
ba82e959309a60f24d69d3cfee4a4064199b4efd8f5bb72f0eff3af7153ae34b,3414a8ef764c26127ed1eb15bdb39d01f5f3e7e290833a0d2be5f7feca254171,0.04996782580968821,AOCC,1.0103464337086743e-05,72,1.0000000000000022,,73632,0.00925596679681161,0.09068769566743899,aocc_basis_large,PASS,62.435655378038064
